date,open,low,high,close,volume
2017-02-16,259.01,259,269.99,268,704.88557189
2017-02-17,263.51,259,267.85,263,900.45845135
2017-02-18,263,260.51,265.97,265.1,150.55129088
2017-02-19,263,260.56,265.79,265.79,309.6198611
2017-02-20,262,251.06,267.3,263.06,936.7551358
2017-02-21,252.88,252.76,264.68,256.06,875.82029922
2017-02-22,260.99,255.11,264.65,262.99,427.3413647
2017-02-23,256.01,256.01,287.06,270,"2,310.96515901"
2017-02-24,270,260,287.12,271.98,"1,748.14181876"
2017-02-25,271,270,281.99,270.05,602.2303933
2017-02-26,270.05,269.53,298.98,296.96,"1,166.77656145"
2017-02-27,295,287.25,349.22,320,"3,043.44599458"
2017-02-28,334,317.43,348.44,337.8,"3,306.49199148"
2017-03-01,337.8,319,351.53,349.96,"3,185.8815582"
2017-03-02,345.03,345.01,424.99,424.92,"5,870.5687466"
2017-03-03,423,365.92,430,416.98,"5,103.02419131"
2017-03-04,404.59,380.01,418.85,392.16,746.50838345
2017-03-05,392.16,391.04,413.25,401.13,464.43961643
2017-03-06,409.36,395.11,424.98,414.99,"2,050.82835497"
2017-03-07,406.25,387,418,396.96,"2,397.73512065"
2017-03-08,387.15,335.01,399.97,344.5,"2,542.62315189"
2017-03-09,344.5,344.5,391.09,363.52,"1,306.37051524"
2017-03-10,362.22,361,"25,000",435.9,"8,343.02632169"
2017-03-11,414.11,390,445.99,445.99,"2,603.61811115"
2017-03-12,445.99,170,"1,000",515,"8,840.02980704"
2017-03-13,505.75,492,615.04,578.4,"5,273.0313795"
2017-03-14,578.4,499.9,600,584.99,"4,373.71700265"
2017-03-15,587.1,569.05,820,781,"12,435.88672921"
2017-03-16,778.84,750,"1,050","1,050","13,813.37750484"
2017-03-17,"1,049.99",835.16,"1,100",854.5,"12,830.43387626"
2017-03-18,907,600,907,824.99,"8,214.33150616"
2017-03-19,824.97,770,890,849.97,"2,973.65359815"
2017-03-20,849.97,815,890,847.02,"2,359.24236701"
2017-03-21,871.56,822.99,887,835.01,"2,519.88694221"
2017-03-22,835.01,780,854.96,814.95,"3,000.14197136"
2017-03-23,813.78,781,869.99,842,"2,133.28072591"
2017-03-24,842,821.23,"1,096.81",970,"10,810.58821899"
2017-03-25,988.97,900,988.97,972.99,"3,350.14967403"
2017-03-26,972.98,950,991,987.99,"1,696.85834063"
2017-03-27,961.39,935,988,943.07,"1,600.13122339"
2017-03-28,944.73,916.15,"1,000",977.58,"3,064.38294526"
2017-03-29,998.9,960,"1,010",989,"1,952.59094558"
2017-03-30,989,960,"1,006.93",965.01,"2,383.26671507"
2017-03-31,976.96,881.01,990,940.13,"4,691.23211268"
2017-04-01,965.83,936,"1,000",956.25,"2,930.730967"
2017-04-02,969.98,880,982,900.01,"2,557.69792391"
2017-04-03,900.01,845.01,943.71,850,"3,525.18326814"
2017-04-04,864.99,815.01,943,925,"4,269.08015066"
2017-04-05,900.02,850,937,879.99,"3,620.26388134"
2017-04-06,856,815.01,910,833.11,"4,607.16221679"
2017-04-07,837,788.88,869.99,835,"3,801.24627335"
2017-04-08,834.23,834,863,856.99,682.4362182
2017-04-09,854.99,805.03,854.99,834.59,604.91126591
2017-04-10,834.96,804.11,842.99,824.42,"1,140.06836887"
2017-04-11,824.42,810,839.97,834.87,"1,555.45534363"
2017-04-12,830,825.37,923.78,912,"3,771.96001501"
2017-04-13,915,901.01,958,919,"2,638.29474049"
2017-04-14,917.95,880.05,941.87,895,629.95187977
2017-04-15,895,884.01,938.77,910.69,454.45700252
2017-04-16,926.99,891,933.14,900.03,309.76861028
2017-04-17,900.03,897.02,923.19,912.02,879.94781758
2017-04-18,923.19,911.58,954.99,942,"1,639.71875073"
2017-04-19,948.99,912.3,952,918.75,"1,139.64237394"
2017-04-20,920.48,906.01,939.99,932,"1,112.37717828"
2017-04-21,935.52,920,944.8,931.99,444.66952044
2017-04-22,934.83,928.01,949.99,944.8,315.40526086
2017-04-23,930,927,950,949.99,462.97687288
2017-04-24,949.98,935.17,960,950,"1,218.06382813"
2017-04-25,950.01,945,966,963.98,925.05615888
2017-04-26,956.01,955.68,"1,027.99","1,018.14","3,724.71222564"
2017-04-27,"1,025","1,018","1,330","1,310","6,078.90885861"
2017-04-28,"1,310","1,265","1,450","1,407","4,632.94410199"
2017-04-29,"1,438.37","1,310","1,438.99","1,369.69","2,195.53002811"
2017-04-30,"1,369.69","1,348.67","1,653.54","1,620.01","4,440.08087876"
2017-05-01,"1,618","1,414.02","1,645.25","1,520","3,198.67385813"
2017-05-02,"1,501.01","1,450","1,594.35","1,486.96","3,761.53622748"
2017-05-03,"1,487","1,486.97","1,590","1,590","3,122.79781758"
2017-05-04,"1,590.06","1,579","1,999","1,961","8,597.31076951"
2017-05-05,"1,961","1,800.01","1,999","1,907.2","3,800.52643006"
2017-05-06,"1,895","1,820","1,911.65","1,858.15","1,527.77794683"
2017-05-07,"1,888.03","1,771.99","1,902","1,806.99","1,920.37886597"
2017-05-08,"1,790","1,611.01","1,849.89","1,660.99","4,587.55379952"
2017-05-09,"1,647.75","1,440","1,899.01","1,780","4,652.19273708"
2017-05-10,"1,780","1,730","1,859.97","1,740","3,094.38298278"
2017-05-11,"1,742","1,705.05","1,814","1,810","2,875.16599956"
2017-05-12,"1,795","1,627.14","1,814","1,697.99","2,986.55349839"
2017-05-13,"1,697.93","1,648.51","1,750","1,715.21",645.01357791
2017-05-14,"1,713.76","1,680.01","1,744.8","1,715.02",332.38448104
2017-05-15,"1,744.8","1,709.36","1,840","1,800","2,434.00751214"
2017-05-16,"1,820","1,705.08","1,834.99","1,760","2,308.06321689"
2017-05-17,"1,760","1,712.01","1,874.99","1,872.99","3,159.45353978"
